epoch,strategy,arm,current reward,cumulative reward,optimal
1,Epsilon Greedy,0,44.29665171913951,44.29665171913951,False
2,Epsilon Greedy,0,44.729390380901634,89.02604210004114,False
3,Epsilon Greedy,0,45.54213869392587,134.568180793967,False
4,Epsilon Greedy,0,43.17034712169688,177.7385279156639,False
5,Epsilon Greedy,8,133.8981839652366,311.6367118809005,False
6,Epsilon Greedy,8,133.74393936344595,445.3806512443465,False
7,Epsilon Greedy,8,131.43605851648547,576.8167097608319,False
8,Epsilon Greedy,0,43.73308890881645,620.5497986696483,False
9,Epsilon Greedy,9,190.65598597898506,811.2057846486334,True
10,Epsilon Greedy,9,191.46636986576402,1002.6721545143974,True
11,Epsilon Greedy,0,44.36491714465635,1047.0370716590537,False
12,Epsilon Greedy,9,190.2331028932135,1237.2701745522672,True
13,Epsilon Greedy,2,152.45855037988784,1389.728724932155,False
14,Epsilon Greedy,9,189.82773562853453,1579.5564605606896,True
15,Epsilon Greedy,0,42.36209457758645,1621.9185551382761,False
16,Epsilon Greedy,9,192.40141078182586,1814.319965920102,True
17,Epsilon Greedy,9,190.3829674398984,2004.7029333600005,True
18,Epsilon Greedy,9,188.68833859959722,2193.391271959598,True
19,Epsilon Greedy,3,23.950758310229997,2217.342030269828,False
20,Epsilon Greedy,9,190.10992111684277,2407.4519513866708,True
21,Epsilon Greedy,2,152.97385902861714,2560.4258104152877,False
22,Epsilon Greedy,7,175.682297384769,2736.1081078000566,False
23,Epsilon Greedy,1,153.73172449520436,2889.8398322952607,False
24,Epsilon Greedy,9,189.30660671160044,3079.1464390068613,True
25,Epsilon Greedy,8,131.20977213231157,3210.356211139173,False
26,Epsilon Greedy,9,189.86016982558203,3400.216380964755,True
27,Epsilon Greedy,8,134.6885191637956,3534.9049001285507,False
28,Epsilon Greedy,1,151.7425098710412,3686.647409999592,False
29,Epsilon Greedy,8,132.07863510130912,3818.726045100901,False
30,Epsilon Greedy,9,190.9938351243874,4009.7198802252883,True
31,Epsilon Greedy,5,11.943008681187685,4021.662888906476,False
32,Epsilon Greedy,3,24.683239560228134,4046.346128466704,False
33,Epsilon Greedy,5,12.153175093598952,4058.499303560303,False
34,Epsilon Greedy,9,188.9700309354501,4247.469334495753,True
35,Epsilon Greedy,4,38.13308700594302,4285.602421501696,False
36,Epsilon Greedy,9,189.18583246501132,4474.788253966707,True
37,Epsilon Greedy,5,11.981096455000301,4486.769350421708,False
38,Epsilon Greedy,3,24.46469836624551,4511.234048787953,False
39,Epsilon Greedy,6,87.6137502164255,4598.847799004378,False
40,Epsilon Greedy,2,151.10167030451265,4749.949469308891,False
41,Epsilon Greedy,9,190.00850556867465,4939.957974877566,True
42,Epsilon Greedy,2,152.29374189995758,5092.251716777523,False
43,Epsilon Greedy,9,189.3437346681023,5281.595451445625,True
44,Epsilon Greedy,0,43.7343496857648,5325.32980113139,False
45,Epsilon Greedy,9,190.03813076379691,5515.367931895187,True
46,Epsilon Greedy,9,191.23671081264118,5706.604642707828,True
47,Epsilon Greedy,9,189.88683749765215,5896.49148020548,True
48,Epsilon Greedy,1,152.6131859632317,6049.104666168711,False
49,Epsilon Greedy,9,190.5588096855643,6239.663475854276,True
50,Epsilon Greedy,9,190.53267788381422,6430.19615373809,True
51,Epsilon Greedy,3,22.303558902083772,6452.499712640174,False
52,Epsilon Greedy,9,191.69129883924617,6644.19101147942,True
53,Epsilon Greedy,6,87.87054141255136,6732.061552891972,False
