epoch,strategy,arm,current reward,cumulative reward,optimal
1,Epsilon Greedy,0,95.17623184953301,95.17623184953301,False
2,Epsilon Greedy,0,95.93769651450968,191.1139283640427,False
3,Epsilon Greedy,0,95.14239141654123,286.2563197805839,False
4,Epsilon Greedy,0,95.73949241633912,381.995812196923,False
5,Epsilon Greedy,0,97.814076898513,479.809889095436,False
6,Epsilon Greedy,0,96.37653914233766,576.1864282377737,False
7,Epsilon Greedy,0,94.8865292070362,671.07295744481,False
8,Epsilon Greedy,0,96.44512351443201,767.518080959242,False
9,Epsilon Greedy,4,89.80817771478827,857.3262586740302,False
10,Epsilon Greedy,9,135.57250903645811,992.8987677104883,False
11,Epsilon Greedy,5,8.794322273025136,1001.6930899835135,False
12,Epsilon Greedy,2,118.91558350594535,1120.6086734894589,False
13,Epsilon Greedy,0,95.05663336332134,1215.6653068527803,False
14,Epsilon Greedy,9,136.74035209288107,1352.4056589456613,False
15,Epsilon Greedy,4,91.4548833955896,1443.860542341251,False
16,Epsilon Greedy,8,136.16099388764368,1580.0215362288945,False
17,Epsilon Greedy,8,138.03814627284393,1718.0596825017385,False
18,Epsilon Greedy,8,137.9343596762461,1855.9940421779845,False
19,Epsilon Greedy,5,7.943021674338732,1863.9370638523233,False
20,Epsilon Greedy,7,93.78453790128782,1957.7216017536111,False
21,Epsilon Greedy,8,138.27731385502622,2095.998915608637,False
22,Epsilon Greedy,8,138.16622038997923,2234.1651359986163,False
23,Epsilon Greedy,8,137.96935315034304,2372.1344891489593,False
24,Epsilon Greedy,8,139.15231179095693,2511.2868009399162,False
25,Epsilon Greedy,8,136.51596205725136,2647.8027629971675,False
26,Epsilon Greedy,8,137.67210158032418,2785.4748645774916,False
27,Epsilon Greedy,8,137.57658932307066,2923.051453900562,False
28,Epsilon Greedy,6,51.18408231482698,2974.235536215389,False
29,Epsilon Greedy,5,7.284055239146905,2981.5195914545357,False
30,Epsilon Greedy,8,139.03730495564884,3120.5568964101844,False
31,Epsilon Greedy,8,138.04353417856578,3258.60043058875,False
32,Epsilon Greedy,8,138.5319987558875,3397.1324293446373,False
33,Epsilon Greedy,8,136.38073403048944,3533.5131633751266,False
34,Epsilon Greedy,8,137.70014103809885,3671.2133044132256,False
35,Epsilon Greedy,8,135.58086287302257,3806.794167286248,False
36,Epsilon Greedy,8,136.6576842964245,3943.4518515826726,False
37,Epsilon Greedy,8,136.37242010356877,4079.8242716862414,False
38,Epsilon Greedy,8,136.5549951594426,4216.3792668456845,False
39,Epsilon Greedy,8,137.97479464004178,4354.354061485727,False
40,Epsilon Greedy,8,137.11073251052588,4491.464793996252,False
41,Epsilon Greedy,6,52.824973868926065,4544.289767865179,False
42,Epsilon Greedy,1,186.87599874488723,4731.165766610066,True
43,Epsilon Greedy,1,187.4270599757024,4918.592826585769,True
44,Epsilon Greedy,1,186.5624757151718,5105.155302300941,True
45,Epsilon Greedy,0,94.77271241115899,5199.9280147121,False
46,Epsilon Greedy,1,186.33675753996246,5386.264772252062,True
47,Epsilon Greedy,1,186.42164865964222,5572.686420911705,True
48,Epsilon Greedy,1,187.02107572983218,5759.707496641537,True
49,Epsilon Greedy,1,186.70328870820538,5946.410785349742,True
50,Epsilon Greedy,1,187.74904913142615,6134.159834481168,True
51,Epsilon Greedy,1,188.75854171276706,6322.918376193935,True
52,Epsilon Greedy,1,187.97273774955423,6510.8911139434895,True
53,Epsilon Greedy,1,186.6377227114122,6697.528836654902,True
54,Epsilon Greedy,5,8.002537613874829,6705.531374268777,False
55,Epsilon Greedy,2,120.44808184358277,6825.97945611236,False
56,Epsilon Greedy,0,95.27288920504752,6921.252345317407,False
57,Epsilon Greedy,1,189.81291050730525,7111.065255824712,True
58,Epsilon Greedy,1,187.2158585251496,7298.281114349862,True
59,Epsilon Greedy,1,189.3401302146613,7487.621244564523,True
60,Epsilon Greedy,1,188.23061595754922,7675.8518605220725,True
61,Epsilon Greedy,1,187.06029798070222,7862.912158502775,True
62,Epsilon Greedy,1,187.85497536445146,8050.767133867226,True
63,Epsilon Greedy,1,185.9033503460131,8236.670484213239,True
64,Epsilon Greedy,1,189.18916049402512,8425.859644707263,True
65,Epsilon Greedy,1,187.84830107875544,8613.707945786018,True
66,Epsilon Greedy,1,185.79444201441163,8799.50238780043,True
67,Epsilon Greedy,1,190.74190284953224,8990.244290649962,True
68,Epsilon Greedy,1,187.52855475887958,9177.772845408841,True
